date,country,confirmed_cases,deaths,recovered,vaccinations,vaccinated_pct
2020-10-04,Brazil,261,0,213,13741,17.866666666666667
2020-10-05,Brazil,252,4,216,16158,18.133333333333333
2020-10-06,Brazil,254,2,189,14606,18.400000000000002
2020-10-07,Brazil,165,3,133,14436,18.666666666666668
2020-10-08,Brazil,255,2,200,16102,18.933333333333334
2020-10-09,Brazil,214,3,174,13874,19.2
2020-10-10,Brazil,275,0,226,16029,19.46666666666667
2020-10-11,Brazil,249,3,189,16912,19.733333333333334
2020-10-12,Brazil,254,1,216,17795,20.0
2020-10-13,Brazil,249,2,196,15232,20.26666666666667
2020-10-14,Brazil,341,4,295,17905,20.53333333333333
2020-10-15,Brazil,246,3,224,16443,20.8
2020-10-16,Brazil,252,2,210,14700,21.066666666666663
2020-10-17,Brazil,260,3,186,17732,21.333333333333332
2020-10-18,Brazil,311,2,229,17532,21.6
2020-10-19,Brazil,258,1,241,20531,21.866666666666667
2020-10-20,Brazil,309,2,242,18387,22.133333333333333
2020-10-21,Brazil,274,1,207,19030,22.400000000000002
2020-10-22,Brazil,256,2,206,18586,22.666666666666664
2020-10-23,Brazil,256,5,191,21125,22.933333333333334
2020-10-24,Brazil,251,3,238,19412,23.2
2020-10-25,Brazil,285,2,259,21791,23.46666666666667
2020-10-26,Brazil,264,0,203,18211,23.733333333333334
2020-10-27,Brazil,298,4,256,20555,24.0
2020-10-28,Brazil,342,2,311,20193,24.266666666666666
2020-10-29,Brazil,321,3,296,22304,24.53333333333333
2020-10-30,Brazil,262,4,215,17541,24.8
2020-10-31,Brazil,275,2,253,22220,25.06666666666667
2020-11-01,Brazil,329,2,253,14765,25.333333333333332
2020-11-02,Brazil,260,4,233,21748,25.6
2020-11-03,Brazil,308,3,230,19240,25.866666666666664
2020-11-04,Brazil,269,3,231,18106,26.133333333333333
2020-11-05,Brazil,343,5,293,22104,26.400000000000002
2020-11-06,Brazil,271,4,231,24352,26.666666666666664
2020-11-07,Brazil,300,1,251,25006,26.933333333333334
2020-11-08,Brazil,345,3,313,20237,27.200000000000003
2020-11-09,Brazil,337,1,319,25137,27.466666666666665
2020-11-10,Brazil,313,2,261,23953,27.733333333333334
2020-11-11,Brazil,303,1,254,20445,28.0
2020-11-12,Brazil,259,2,238,26961,28.266666666666666
2020-11-13,Brazil,308,1,219,22870,28.533333333333335
2020-11-14,Brazil,324,2,297,22070,28.799999999999997
2020-11-15,Brazil,290,4,211,23942,29.066666666666666
2020-11-16,Brazil,287,2,256,25239,29.333333333333332
2020-11-17,Brazil,303,5,227,25451,29.6
2020-11-18,Brazil,330,1,255,27207,29.866666666666667
2020-11-19,Brazil,300,1,258,22370,30.133333333333333
2020-11-20,Brazil,397,7,328,28224,30.4
2020-11-21,Brazil,255,1,182,31565,30.666666666666668
2020-11-22,Brazil,294,3,229,25118,30.933333333333334
2020-11-23,Brazil,277,5,256,25904,31.200000000000003
2020-11-24,Brazil,299,3,217,23075,31.466666666666665
2020-11-25,Brazil,274,5,250,24129,31.733333333333334
2020-11-26,Brazil,348,6,324,33146,32.0
2020-11-27,Brazil,343,3,241,24087,32.266666666666666
2020-11-28,Brazil,313,5,266,29154,32.53333333333333
2020-11-29,Brazil,316,0,256,30532,32.8
2020-11-30,Brazil,413,1,392,22218,33.06666666666666
2020-12-01,Brazil,304,3,253,25679,33.333333333333336
2020-12-02,Brazil,391,4,334,26703,33.6
2020-12-03,Brazil,374,0,299,28335,33.86666666666667
2020-12-04,Brazil,330,3,312,29761,34.13333333333333
2020-12-05,Brazil,399,6,353,19885,34.4
2020-12-06,Brazil,387,6,363,28308,34.66666666666667
2020-12-07,Brazil,352,3,315,31543,34.93333333333333
2020-12-08,Brazil,356,0,332,33787,35.2
2020-12-09,Brazil,263,3,229,27139,35.46666666666667
2020-12-10,Brazil,371,2,277,28052,35.733333333333334
2020-12-11,Brazil,414,8,374,27729,36.0
2020-12-12,Brazil,358,2,325,27561,36.266666666666666
2020-12-13,Brazil,352,3,268,24972,36.53333333333333
2020-12-14,Brazil,305,2,241,36613,36.800000000000004
2020-12-15,Brazil,362,2,253,29353,37.06666666666666
2020-12-16,Brazil,318,2,233,27745,37.333333333333336
2020-12-17,Brazil,446,5,402,31144,37.599999999999994
2020-12-18,Brazil,414,6,334,22408,37.86666666666667
2020-12-19,Brazil,346,3,308,36866,38.13333333333333
2020-12-20,Brazil,351,1,277,28362,38.4
2020-12-21,Brazil,393,6,352,27153,38.666666666666664
2020-12-22,Brazil,307,5,270,36959,38.93333333333334
2020-12-23,Brazil,347,3,318,34224,39.2
2020-12-24,Brazil,467,5,426,32581,39.46666666666667
2020-12-25,Brazil,409,1,357,27199,39.733333333333334
2020-12-26,Brazil,46,0,37,38610,40.0
2020-12-27,Brazil,51,0,45,28791,40.266666666666666
2020-12-28,Brazil,60,0,56,37832,40.53333333333334
2020-12-29,Brazil,50,0,41,35318,40.8
2020-12-30,Brazil,65,0,47,33103,41.06666666666666
2020-12-31,Brazil,53,0,47,40607,41.333333333333336
2021-01-01,Brazil,44,0,36,34652,41.6
2021-01-02,Brazil,56,0,42,34011,41.86666666666667
2021-01-03,Brazil,66,0,54,36739,42.133333333333326
2021-01-04,Brazil,60,0,51,29079,42.400000000000006
2021-01-05,Brazil,49,0,38,34150,42.666666666666664
2021-01-06,Brazil,59,0,55,41386,42.93333333333333
2021-01-07,Brazil,59,0,45,38411,43.2
2021-01-08,Brazil,58,0,47,38317,43.46666666666667
2021-01-09,Brazil,60,0,47,32052,43.733333333333334
2021-01-10,Brazil,66,0,59,37853,44.0
2021-01-11,Brazil,46,0,36,36128,44.266666666666666
2021-01-12,Brazil,60,0,47,34364,44.53333333333333
2021-01-13,Brazil,50,0,39,37674,44.800000000000004
2021-01-14,Brazil,78,1,71,39557,45.06666666666667
2021-01-15,Brazil,47,0,42,42868,45.33333333333333
2021-01-16,Brazil,76,0,59,35411,45.599999999999994
2021-01-17,Brazil,80,1,66,32077,45.86666666666667
2021-01-18,Brazil,59,0,50,36236,46.13333333333333
2021-01-19,Brazil,51,0,45,38957,46.4
2021-01-20,Brazil,57,1,45,33556,46.66666666666667
2021-01-21,Brazil,63,1,56,44623,46.93333333333334
2021-01-22,Brazil,75,1,63,40426,47.199999999999996
2021-01-23,Brazil,62,0,53,33495,47.46666666666667
2021-01-24,Brazil,57,0,50,42457,47.733333333333334
2021-01-25,Brazil,60,0,45,39937,48.0
2021-01-26,Brazil,73,0,55,33309,48.26666666666667
2021-01-27,Brazil,69,1,63,41260,48.53333333333333
2021-01-28,Brazil,88,0,77,40528,48.8
2021-01-29,Brazil,78,0,70,38205,49.06666666666666
2021-01-30,Brazil,81,0,64,35236,49.333333333333336
2021-01-31,Brazil,77,0,71,41387,49.6
2021-02-01,Brazil,85,0,69,42778,49.86666666666666
2021-02-02,Brazil,71,0,50,45441,50.13333333333334
2021-02-03,Brazil,78,1,66,37218,50.4
2021-02-04,Brazil,73,0,60,36941,50.666666666666664
2021-02-05,Brazil,79,0,72,43756,50.93333333333334
2021-02-06,Brazil,92,0,80,41265,51.2
2021-02-07,Brazil,73,0,54,35849,51.46666666666667
2021-02-08,Brazil,76,0,66,41222,51.73333333333333
2021-02-09,Brazil,79,0,74,41314,52.0
2021-02-10,Brazil,76,1,63,43304,52.266666666666666
2021-02-11,Brazil,78,0,63,41667,52.53333333333333
2021-02-12,Brazil,77,0,56,52211,52.800000000000004
2021-02-13,Brazil,77,1,57,42538,53.06666666666666
2021-02-14,Brazil,66,0,56,48382,53.33333333333333
2021-02-15,Brazil,61,0,50,39750,53.6
2021-02-16,Brazil,88,1,62,36271,53.86666666666667
2021-02-17,Brazil,77,0,65,44256,54.13333333333333
2021-02-18,Brazil,84,1,61,41503,54.400000000000006
2021-02-19,Brazil,93,1,65,48710,54.66666666666667
2021-02-20,Brazil,92,1,85,42905,54.93333333333333
2021-02-21,Brazil,88,1,62,42594,55.199999999999996
2021-02-22,Brazil,111,0,85,46962,55.46666666666667
2021-02-23,Brazil,84,1,66,55782,55.733333333333334
2021-02-24,Brazil,86,0,66,47229,56.0
2021-02-25,Brazil,98,1,92,43601,56.266666666666666
2021-02-26,Brazil,85,1,81,54173,56.53333333333333
2021-02-27,Brazil,101,1,73,50376,56.8
2021-02-28,Brazil,100,1,75,49059,57.06666666666667
2021-03-01,Brazil,112,0,95,47330,57.333333333333336
2021-03-02,Brazil,86,0,72,41657,57.599999999999994
2021-03-03,Brazil,91,0,67,33323,57.866666666666674
2021-03-04,Brazil,108,0,79,49675,58.13333333333333
2021-03-05,Brazil,88,1,78,53116,58.4
2021-03-06,Brazil,86,0,62,43445,58.666666666666664
2021-03-07,Brazil,98,0,85,55917,58.93333333333334
2021-03-08,Brazil,102,0,85,35483,59.2
2021-03-09,Brazil,90,0,72,44907,59.46666666666666
2021-03-10,Brazil,102,1,85,42169,59.733333333333334
2021-03-11,Brazil,88,0,71,47912,60.0
2021-03-12,Brazil,107,0,77,53103,60.266666666666666
2021-03-13,Brazil,103,1,73,54177,60.53333333333334
2021-03-14,Brazil,127,2,92,58529,60.8
2021-03-15,Brazil,99,1,92,42908,61.06666666666666
2021-03-16,Brazil,101,1,93,45637,61.333333333333336
2021-03-17,Brazil,109,2,89,44649,61.6
2021-03-18,Brazil,105,0,89,46037,61.86666666666667
2021-03-19,Brazil,104,2,87,50855,62.133333333333326
2021-03-20,Brazil,113,0,84,51106,62.400000000000006
2021-03-21,Brazil,103,1,79,55563,62.666666666666664
2021-03-22,Brazil,109,0,97,49029,62.93333333333333
2021-03-23,Brazil,115,1,86,53050,63.2
2021-03-24,Brazil,115,1,105,58202,63.46666666666667
2021-03-25,Brazil,101,1,78,65210,63.733333333333334
2021-03-26,Brazil,116,0,83,46426,64.0
2021-03-27,Brazil,124,1,102,49054,64.26666666666667
2021-03-28,Brazil,129,1,121,47363,64.53333333333333
2021-03-29,Brazil,113,1,100,57573,64.80000000000001
2021-03-30,Brazil,120,1,114,55238,65.06666666666666
2021-03-31,Brazil,124,1,108,51212,65.33333333333333
2021-04-01,Brazil,126,2,95,50358,65.6
2021-04-02,Brazil,104,2,85,62771,65.86666666666667
2021-04-03,Brazil,112,1,80,47143,66.13333333333333
2021-04-04,Brazil,124,2,89,55458,66.39999999999999
2021-04-05,Brazil,121,0,92,52947,66.66666666666667
2021-04-06,Brazil,123,1,109,63171,66.93333333333334
2021-04-07,Brazil,122,1,90,46930,67.2
2021-04-08,Brazil,120,0,112,57891,67.46666666666667
2021-04-09,Brazil,136,1,123,59713,67.73333333333333
2021-04-10,Brazil,114,1,91,55566,68.0
2021-04-11,Brazil,129,1,108,59030,68.26666666666667
2021-04-12,Brazil,128,0,105,48946,68.53333333333333
2021-04-13,Brazil,129,1,115,57838,68.8
2021-04-14,Brazil,130,1,101,57688,69.06666666666666
2021-04-15,Brazil,123,0,98,63324,69.33333333333334
2021-04-16,Brazil,129,1,106,50526,69.6
2021-04-17,Brazil,126,2,111,55545,69.86666666666666
2021-04-18,Brazil,121,2,95,60540,70.13333333333334
2021-04-19,Brazil,127,0,97,60651,70.4
2021-04-20,Brazil,135,0,122,57621,70.66666666666666
2021-04-21,Brazil,135,2,109,54757,70.93333333333334
2021-04-22,Brazil,138,1,120,55455,71.2
2021-04-23,Brazil,119,2,89,60907,71.46666666666667
2021-04-24,Brazil,128,1,98,59396,71.73333333333333
2021-04-25,Brazil,118,1,99,52616,72.0
2021-04-26,Brazil,126,1,112,63560,72.26666666666667
2021-04-27,Brazil,127,1,100,53112,72.53333333333333
2021-04-28,Brazil,140,0,123,53109,72.8
2021-04-29,Brazil,131,1,94,64305,73.06666666666666
2021-04-30,Brazil,127,1,120,64524,73.33333333333333
2021-05-01,Brazil,145,1,103,64499,73.60000000000001
2021-05-02,Brazil,131,1,111,61199,73.86666666666667
2021-05-03,Brazil,114,1,88,57624,74.13333333333333
2021-05-04,Brazil,114,1,87,55820,74.4
2021-05-05,Brazil,132,0,108,63229,74.66666666666667
2021-05-06,Brazil,137,0,124,73427,74.93333333333334
2021-05-07,Brazil,120,2,103,56195,75.19999999999999
2021-05-08,Brazil,135,2,123,66988,75.46666666666667
2021-05-09,Brazil,127,1,92,63329,75.73333333333333
2021-05-10,Brazil,136,2,102,72952,76.0
2021-05-11,Brazil,122,1,108,65703,76.26666666666667
2021-05-12,Brazil,141,2,101,66600,76.53333333333333
2021-05-13,Brazil,145,1,109,56258,76.8
2021-05-14,Brazil,115,0,104,71137,77.06666666666666
2021-05-15,Brazil,131,0,120,63101,77.33333333333333
2021-05-16,Brazil,135,1,126,64591,77.6
2021-05-17,Brazil,143,2,113,66854,77.86666666666667
2021-05-18,Brazil,123,0,110,63627,78.13333333333334
2021-05-19,Brazil,138,1,99,67939,78.4
2021-05-20,Brazil,134,1,114,61090,78.66666666666666
2021-05-21,Brazil,144,1,105,62328,78.93333333333334
2021-05-22,Brazil,141,1,116,71088,79.2
2021-05-23,Brazil,137,2,99,60984,79.46666666666667
2021-05-24,Brazil,139,0,120,63789,79.73333333333333
2021-05-25,Brazil,156,1,120,71382,80.0
2021-05-26,Brazil,142,1,108,73733,80.26666666666668
2021-05-27,Brazil,118,0,85,65600,80.53333333333333
2021-05-28,Brazil,145,2,134,62748,80.8
2021-05-29,Brazil,122,1,92,67604,81.06666666666668
2021-05-30,Brazil,127,1,99,61684,81.33333333333333
2021-05-31,Brazil,134,2,112,59098,81.6
2021-06-01,Brazil,133,0,112,69092,81.86666666666667
2021-06-02,Brazil,152,2,135,64328,82.13333333333333
2021-06-03,Brazil,133,0,112,71835,82.4
2021-06-04,Brazil,132,0,105,63783,82.66666666666667
2021-06-05,Brazil,144,2,124,79084,82.93333333333334
2021-06-06,Brazil,131,0,119,64032,83.2
2021-06-07,Brazil,127,0,120,73021,83.46666666666665
2021-06-08,Brazil,145,0,109,71608,83.73333333333333
2021-06-09,Brazil,139,1,117,76233,84.0
2021-06-10,Brazil,147,0,116,72314,84.26666666666665
2021-06-11,Brazil,130,1,114,74712,84.53333333333333
2021-06-12,Brazil,143,2,126,67988,84.80000000000001
2021-06-13,Brazil,116,1,106,67027,85.06666666666666
2021-06-14,Brazil,122,2,106,53092,85.33333333333333
2021-06-15,Brazil,129,1,93,69852,85.60000000000001
2021-06-16,Brazil,136,1,110,75308,85.86666666666666
2021-06-17,Brazil,129,0,120,74845,86.13333333333333
2021-06-18,Brazil,135,0,99,74364,86.4
2021-06-19,Brazil,125,1,95,76704,86.66666666666666
2021-06-20,Brazil,132,0,105,71130,86.93333333333334
2021-06-21,Brazil,125,1,99,69306,87.2
2021-06-22,Brazil,137,1,97,75968,87.46666666666667
2021-06-23,Brazil,125,1,108,73182,87.73333333333333
2021-06-24,Brazil,133,2,120,68763,88.0
2021-06-25,Brazil,135,2,105,60309,88.26666666666667
2021-06-26,Brazil,134,2,98,77641,88.53333333333333
2021-06-27,Brazil,130,0,113,71557,88.80000000000001
2021-06-28,Brazil,120,0,99,73657,89.06666666666666
2021-06-29,Brazil,130,1,107,79098,89.33333333333334
2021-06-30,Brazil,120,1,85,70984,89.60000000000001
2021-07-01,Brazil,123,1,87,63471,89.86666666666666
2021-07-02,Brazil,135,0,126,90396,90.0
2021-07-03,Brazil,135,1,97,68540,90.0
2021-07-04,Brazil,139,1,104,73287,90.0
2021-07-05,Brazil,130,2,103,79896,90.0
2021-07-06,Brazil,104,0,92,75737,90.0
2021-07-07,Brazil,115,1,101,61146,90.0
2021-07-08,Brazil,123,1,110,79950,90.0
2021-07-09,Brazil,116,0,82,76925,90.0
2021-07-10,Brazil,131,0,104,74545,90.0
2021-07-11,Brazil,110,0,77,82628,90.0
2021-07-12,Brazil,116,1,83,71640,90.0
2021-07-13,Brazil,116,1,99,74403,90.0
2021-07-14,Brazil,105,0,76,79225,90.0
2021-07-15,Brazil,120,2,103,75295,90.0
2021-07-16,Brazil,118,0,112,82342,90.0
2021-07-17,Brazil,118,0,94,72365,90.0
2021-07-18,Brazil,108,0,84,92812,90.0
2021-07-19,Brazil,117,1,95,76949,90.0
2021-07-20,Brazil,118,0,89,73892,90.0
2021-07-21,Brazil,120,0,87,75835,90.0
2021-07-22,Brazil,97,1,79,78086,90.0
2021-07-23,Brazil,103,0,94,77411,90.0
2021-07-24,Brazil,108,0,77,82232,90.0
2021-07-25,Brazil,122,0,106,85196,90.0
2021-07-26,Brazil,111,0,83,80574,90.0
2021-07-27,Brazil,111,0,85,90511,90.0
2021-07-28,Brazil,112,0,80,65594,90.0
2021-07-29,Brazil,99,0,72,88456,90.0
2021-07-30,Brazil,108,1,89,91076,90.0
2021-07-31,Brazil,111,0,87,81431,90.0
2021-08-01,Brazil,105,1,94,76280,90.0
2021-08-02,Brazil,102,0,88,71513,90.0
2021-08-03,Brazil,96,1,78,73153,90.0
2021-08-04,Brazil,101,0,96,77711,90.0
2021-08-05,Brazil,88,1,63,86035,90.0
2021-08-06,Brazil,97,0,69,88605,90.0
2021-08-07,Brazil,103,1,95,99243,90.0
2021-08-08,Brazil,98,0,73,77877,90.0
2021-08-09,Brazil,91,1,72,87795,90.0
2021-08-10,Brazil,102,0,84,82799,90.0
2021-08-11,Brazil,98,0,78,91864,90.0
2021-08-12,Brazil,100,0,72,85762,90.0
2021-08-13,Brazil,85,0,64,77179,90.0
2021-08-14,Brazil,90,1,66,81280,90.0
2021-08-15,Brazil,87,1,77,77378,90.0
2021-08-16,Brazil,89,1,71,85352,90.0
2021-08-17,Brazil,94,1,84,70775,90.0
2021-08-18,Brazil,86,0,79,71766,90.0
2021-08-19,Brazil,88,0,70,84537,90.0
2021-08-20,Brazil,87,1,61,82844,90.0
2021-08-21,Brazil,83,0,62,84331,90.0
2021-08-22,Brazil,90,0,69,82276,90.0
2021-08-23,Brazil,76,0,64,87762,90.0
2021-08-24,Brazil,89,0,80,76167,90.0
2021-08-25,Brazil,73,0,66,76106,90.0
2021-08-26,Brazil,81,0,58,100028,90.0
2021-08-27,Brazil,92,1,70,88692,90.0
2021-08-28,Brazil,71,0,58,98754,90.0
2021-08-29,Brazil,90,1,63,79880,90.0
2021-08-30,Brazil,78,1,71,93571,90.0
2021-08-31,Brazil,87,0,64,86160,90.0
2021-09-01,Brazil,83,1,71,90645,90.0
2021-09-02,Brazil,59,1,46,90389,90.0
2021-09-03,Brazil,76,0,60,102557,90.0
2021-09-04,Brazil,74,1,52,92418,90.0
2021-09-05,Brazil,85,1,79,93281,90.0
2021-09-06,Brazil,68,1,51,88295,90.0
2021-09-07,Brazil,65,0,51,88371,90.0
2021-09-08,Brazil,68,0,65,85994,90.0
2021-09-09,Brazil,70,1,63,76417,90.0
2021-09-10,Brazil,82,0,67,88505,90.0
2021-09-11,Brazil,67,0,59,102077,90.0
2021-09-12,Brazil,70,0,53,86641,90.0
2021-09-13,Brazil,63,0,53,99529,90.0
2021-09-14,Brazil,73,0,58,86179,90.0
2021-09-15,Brazil,73,1,54,78153,90.0
2021-09-16,Brazil,74,1,61,94207,90.0
2021-09-17,Brazil,71,1,64,96883,90.0
2021-09-18,Brazil,57,0,42,90675,90.0
2021-09-19,Brazil,57,0,49,85590,90.0
2021-09-20,Brazil,62,1,57,76753,90.0
2021-09-21,Brazil,57,0,41,93043,90.0
2021-09-22,Brazil,45,0,42,95336,90.0
2021-09-23,Brazil,61,0,56,96828,90.0
2021-09-24,Brazil,59,0,50,93936,90.0
2021-09-25,Brazil,47,0,45,107424,90.0
2021-09-26,Brazil,35,0,32,91628,90.0
2021-09-27,Brazil,49,0,35,94356,90.0
2021-09-28,Brazil,46,0,42,103721,90.0
2021-09-29,Brazil,40,0,38,88686,90.0
2021-09-30,Brazil,49,0,37,98550,90.0
2021-10-01,Brazil,53,0,42,102855,90.0
2021-10-02,Brazil,73,1,58,101628,90.0
2021-10-03,Brazil,47,0,43,102657,90.0
2021-10-04,Brazil,46,0,39,80980,90.0
2021-10-05,Brazil,36,0,34,92883,90.0
2021-10-06,Brazil,38,0,33,94631,90.0
2021-10-07,Brazil,51,0,42,92428,90.0
2021-10-08,Brazil,30,0,25,101014,90.0
2021-10-09,Brazil,40,0,30,94010,90.0
2021-10-10,Brazil,59,0,47,105027,90.0
2021-10-11,Brazil,50,0,48,93513,90.0
2021-10-12,Brazil,55,0,48,88759,90.0
2021-10-13,Brazil,29,0,22,117841,90.0
2021-10-14,Brazil,26,0,23,93010,90.0
2021-10-15,Brazil,43,0,37,94483,90.0
2021-10-16,Brazil,34,0,29,98061,90.0
2021-10-17,Brazil,37,0,27,99389,90.0
2021-10-18,Brazil,46,0,41,104069,90.0
2021-10-19,Brazil,35,0,27,101096,90.0
2021-10-20,Brazil,15,0,13,97336,90.0
2021-10-21,Brazil,38,0,34,91711,90.0
2021-10-22,Brazil,31,0,26,107959,90.0
2021-10-23,Brazil,26,0,22,108490,90.0
2021-10-24,Brazil,45,0,38,95677,90.0
2021-10-25,Brazil,25,0,20,92996,90.0
2021-10-26,Brazil,43,0,31,89401,90.0
2021-10-27,Brazil,24,0,18,82223,90.0
2021-10-28,Brazil,28,0,24,102171,90.0
2021-10-29,Brazil,41,0,34,97128,90.0
2021-10-30,Brazil,34,0,28,94215,90.0
2021-10-31,Brazil,21,0,18,113314,90.0
2021-11-01,Brazil,30,0,22,107297,90.0
2021-11-02,Brazil,29,0,25,86209,90.0
2021-11-03,Brazil,35,0,28,94463,90.0
2021-11-04,Brazil,31,0,26,90525,90.0
2021-11-05,Brazil,19,0,18,95603,90.0
2021-11-06,Brazil,20,0,19,90021,90.0
2021-11-07,Brazil,42,0,36,102510,90.0
2021-11-08,Brazil,14,0,12,90891,90.0
2021-11-09,Brazil,20,0,16,97851,90.0
2021-11-10,Brazil,30,0,23,105087,90.0
2021-11-11,Brazil,25,0,22,88591,90.0
2021-11-12,Brazil,28,0,26,88217,90.0
2021-11-13,Brazil,22,0,16,106466,90.0
2021-11-14,Brazil,26,0,22,105274,90.0
2021-11-15,Brazil,25,0,23,105072,90.0
2021-11-16,Brazil,14,0,11,90390,90.0
2021-11-17,Brazil,29,0,24,113129,90.0
2021-11-18,Brazil,15,0,13,106329,90.0
2021-11-19,Brazil,25,0,21,104889,90.0
2021-11-20,Brazil,29,0,22,100463,90.0
2021-11-21,Brazil,19,0,15,115662,90.0
2021-11-22,Brazil,13,0,9,113705,90.0
2021-11-23,Brazil,32,0,26,111018,90.0
2021-11-24,Brazil,21,0,19,93024,90.0
2021-11-25,Brazil,22,0,18,98584,90.0
2021-11-26,Brazil,19,0,16,110054,90.0
2021-11-27,Brazil,15,0,11,94963,90.0
2021-11-28,Brazil,17,0,16,79219,90.0
2021-11-29,Brazil,30,0,24,110949,90.0
2021-11-30,Brazil,15,0,14,100478,90.0
2021-12-01,Brazil,28,0,25,93168,90.0
2021-12-02,Brazil,6,0,5,121849,90.0
2021-12-03,Brazil,14,0,11,121587,90.0
2021-12-04,Brazil,26,0,23,97528,90.0
2021-12-05,Brazil,25,0,21,91739,90.0
2021-12-06,Brazil,28,0,21,97700,90.0
2021-12-07,Brazil,28,0,24,94891,90.0
2021-12-08,Brazil,14,0,10,126345,90.0
2021-12-09,Brazil,24,0,22,99833,90.0
2021-12-10,Brazil,22,0,18,112006,90.0
2021-12-11,Brazil,19,0,17,112126,90.0
2021-12-12,Brazil,29,0,25,118490,90.0
2021-12-13,Brazil,25,0,17,100361,90.0
2021-12-14,Brazil,12,0,9,109456,90.0
2021-12-15,Brazil,27,0,21,89448,90.0
2021-12-16,Brazil,18,0,14,115723,90.0
2021-12-17,Brazil,31,0,27,85342,90.0
2021-12-18,Brazil,21,0,18,105263,90.0
2021-12-19,Brazil,22,0,17,117215,90.0
2021-12-20,Brazil,11,0,9,101299,90.0
2021-12-21,Brazil,17,0,15,107870,90.0
2021-12-22,Brazil,30,0,24,100825,90.0
2021-12-23,Brazil,18,0,14,97508,90.0
2021-12-24,Brazil,21,0,17,109585,90.0
2021-12-25,Brazil,22,0,18,139065,90.0
2021-12-26,Brazil,29,0,21,112465,90.0
2021-12-27,Brazil,28,0,23,106620,90.0
2021-12-28,Brazil,39,0,34,122996,90.0
2021-12-29,Brazil,29,0,22,128731,90.0
2021-12-30,Brazil,37,0,29,102661,90.0
2021-12-31,Brazil,34,0,27,118897,90.0
2022-01-01,Brazil,28,0,23,132231,90.0
2022-01-02,Brazil,20,0,16,114185,90.0
2022-01-03,Brazil,25,0,21,119413,90.0
2022-01-04,Brazil,30,0,27,128058,90.0
2022-01-05,Brazil,28,0,26,134377,90.0
2022-01-06,Brazil,44,0,34,121410,90.0
2022-01-07,Brazil,21,0,19,109167,90.0
2022-01-08,Brazil,34,0,28,121051,90.0
2022-01-09,Brazil,32,0,29,137452,90.0
2022-01-10,Brazil,37,0,28,111853,90.0
2022-01-11,Brazil,29,0,26,111472,90.0
2022-01-12,Brazil,25,0,18,139253,90.0
2022-01-13,Brazil,34,0,31,103542,90.0
2022-01-14,Brazil,42,0,40,109091,90.0
2022-01-15,Brazil,34,0,32,100203,90.0
2022-01-16,Brazil,34,0,28,100721,90.0
2022-01-17,Brazil,21,0,16,127332,90.0
2022-01-18,Brazil,43,0,39,121781,90.0
2022-01-19,Brazil,53,0,46,110995,90.0
2022-01-20,Brazil,24,0,20,124070,90.0
2022-01-21,Brazil,30,0,24,118282,90.0
2022-01-22,Brazil,43,0,33,112920,90.0
2022-01-23,Brazil,37,0,35,133487,90.0
2022-01-24,Brazil,37,0,28,124988,90.0
2022-01-25,Brazil,42,0,35,117726,90.0
2022-01-26,Brazil,38,0,27,119851,90.0
2022-01-27,Brazil,36,0,31,125054,90.0
2022-01-28,Brazil,36,0,34,114610,90.0
2022-01-29,Brazil,35,0,27,136050,90.0
2022-01-30,Brazil,33,0,26,143280,90.0
2022-01-31,Brazil,42,0,36,116339,90.0
2022-02-01,Brazil,37,0,31,111116,90.0
2022-02-02,Brazil,40,0,31,158060,90.0
2022-02-03,Brazil,40,0,35,127605,90.0
2022-02-04,Brazil,44,0,31,145837,90.0
2022-02-05,Brazil,47,0,34,108190,90.0
2022-02-06,Brazil,44,0,34,151881,90.0
2022-02-07,Brazil,53,1,49,122131,90.0
2022-02-08,Brazil,42,0,34,113107,90.0
2022-02-09,Brazil,42,0,37,104543,90.0
2022-02-10,Brazil,55,0,39,130199,90.0
2022-02-11,Brazil,51,0,36,141170,90.0
2022-02-12,Brazil,56,0,52,107093,90.0
2022-02-13,Brazil,72,1,60,123969,90.0
2022-02-14,Brazil,59,0,54,124307,90.0
2022-02-15,Brazil,54,0,39,105395,90.0
2022-02-16,Brazil,50,0,43,130701,90.0
2022-02-17,Brazil,54,0,46,107222,90.0
2022-02-18,Brazil,61,0,51,122671,90.0
2022-02-19,Brazil,57,0,43,108543,90.0
2022-02-20,Brazil,47,0,39,127270,90.0
2022-02-21,Brazil,66,0,53,136209,90.0
2022-02-22,Brazil,63,0,49,128803,90.0
2022-02-23,Brazil,52,0,43,100457,90.0
2022-02-24,Brazil,77,0,66,123900,90.0
2022-02-25,Brazil,58,1,50,127469,90.0
2022-02-26,Brazil,56,0,41,121126,90.0
2022-02-27,Brazil,75,1,67,131476,90.0
2022-02-28,Brazil,67,1,48,125852,90.0
2022-03-01,Brazil,72,1,57,141440,90.0
2022-03-02,Brazil,64,0,46,127773,90.0
2022-03-03,Brazil,75,0,62,128740,90.0
2022-03-04,Brazil,65,0,46,124697,90.0
2022-03-05,Brazil,65,0,54,129023,90.0
2022-03-06,Brazil,66,0,60,129211,90.0
2022-03-07,Brazil,65,0,56,133563,90.0
2022-03-08,Brazil,73,0,64,137992,90.0
2022-03-09,Brazil,74,0,59,142649,90.0
2022-03-10,Brazil,72,1,69,129982,90.0
2022-03-11,Brazil,69,0,53,139994,90.0
2022-03-12,Brazil,70,0,60,108338,90.0
